origin_zip,destination_zip,date,carrier,order_type,origin_lat,origin_lng,destination_lat,destination_lng,miles,rate,RPM
90802,93258,2025-01-25,Total Distribution Service,import,33.745762,-118.208042,36.05438,-119.150397,168.09,775.73,4.61
90802,93067,2025-05-27,Hub Group,import,33.745762,-118.208042,34.421964,-119.593483,91.96,533.98,5.81
90802,91722,2025-06-11,Schneider National,import,33.745762,-118.208042,34.097345,-117.906736,29.79,385.91,12.96
90802,93510,2024-08-26,C.H. Robinson,import,33.745762,-118.208042,34.450906,-118.227614,48.7,410.29,8.42
90802,91701,2025-08-09,XPO Logistics,import,33.745762,-118.208042,34.137617,-117.6,44.1,418.58,9.49
92254,90802,2025-07-01,MTZ Trucking LLC,export,33.543835,-115.993906,33.745762,-118.208042,128.03,678.49,5.3
90802,91722,2024-09-04,C.H. Robinson,import,33.745762,-118.208042,34.097345,-117.906736,29.79,373.79,12.55
90802,93442,2024-10-02,Cal U Transport,import,33.745762,-118.208042,35.401931,-120.799366,186.48,859.77,4.61
90802,91765,2025-05-09,MTK Transportation,import,33.745762,-118.208042,33.98627,-117.821282,27.7,382.08,13.79
90802,92281,2025-05-09,Gill Roadway Inc,import,33.745762,-118.208042,33.051757,-115.608752,157.3,764.1,4.86
92364,90802,2024-12-07,360 Global Transportation,export,35.34042,-115.426224,33.745762,-118.208042,192.74,854.77,4.43
90802,92277,2025-06-04,J.B. Hunt Transport,import,33.745762,-118.208042,34.178105,-115.642899,149.9,724.42,4.83
90802,91606,2025-08-11,XPO Logistics,import,33.745762,-118.208042,34.185767,-118.388323,32.09,392.53,12.23
90802,93615,2024-12-18,JT Freight Trucking,import,33.745762,-118.208042,36.503322,-119.286328,199.89,872.47,4.36
90802,92586,2024-12-28,Year-Round Enterprises,import,33.745762,-118.208042,33.708982,-117.198853,58.01,442.99,7.64
90802,92126,2025-06-23,Access One Transport,import,33.745762,-118.208042,32.908485,-117.141402,84.43,532.62,6.31
90802,92220,2025-01-20,Schneider National,import,33.745762,-118.208042,33.948935,-116.832386,80.12,488.93,6.1
90802,93532,2024-10-26,Lectro Trucking,import,33.745762,-118.208042,34.689848,-118.533689,67.78,464.86,6.86
90802,93436,2025-06-23,Hub Group,import,33.745762,-118.208042,34.595669,-120.352667,135.84,676.43,4.98
90029,90802,2025-04-17,Schneider National,export,34.089848,-118.294661,33.745762,-118.208042,24.27,369.76,15.23
90802,92840,2025-04-25,Campos Trucking,import,33.745762,-118.208042,33.787165,-117.931889,16.11,349.65,21.71
90802,92356,2025-03-31,7 Star Logistics,import,33.745762,-118.208042,34.510646,-116.896718,91.68,544.79,5.94
92661,90802,2025-04-29,JT Freight Trucking,export,33.601984,-117.913001,33.745762,-118.208042,19.65,361.0,18.38
90802,92335,2024-10-16,Precision Worldwide Logistics,import,33.745762,-118.208042,34.087181,-117.46545,48.64,418.14,8.6
93255,90802,2024-10-12,MTK Transportation,export,35.67733,-118.101417,33.745762,-118.208042,133.5,644.71,4.83
91608,90802,2025-08-17,Year-Round Enterprises,export,34.138735,-118.350857,33.745762,-118.208042,28.34,385.6,13.61
90802,93314,2025-02-28,National Road Logistics,import,33.745762,-118.208042,35.393866,-119.244846,128.15,649.42,5.07
92325,90802,2025-04-06,Hight Logistics,export,34.243482,-117.281304,33.745762,-118.208042,63.21,466.16,7.37
90802,90603,2025-01-04,CSC Logistics,import,33.745762,-118.208042,33.945555,-117.990719,18.59,356.67,19.19
91741,90802,2025-02-06,United Logistic Services Group,export,34.156885,-117.841571,33.745762,-118.208042,35.3,391.52,11.09
90802,92134,2024-11-18,7 Star Logistics,import,33.745762,-118.208042,32.72418,-117.146658,93.45,521.13,5.58
92394,90802,2025-01-16,J.B. Hunt Transport,export,34.556111,-117.353632,33.745762,-118.208042,74.25,472.45,6.36
90802,92661,2024-11-15,All Ports Logistics,import,33.745762,-118.208042,33.601984,-117.913001,19.65,351.84,17.91
90802,92276,2024-11-23,National Road Logistics,import,33.745762,-118.208042,33.82233,-116.364238,105.94,565.52,5.34
90802,90002,2024-12-29,XPO Logistics,import,33.745762,-118.208042,33.949099,-118.246737,14.21,320.87,22.57
90802,90090,2025-05-19,Hub Group,import,33.745762,-118.208042,34.072862,-118.240989,22.66,363.32,16.03
90802,91302,2025-03-17,C.H. Robinson,import,33.745762,-118.208042,34.123305,-118.671025,37.19,399.89,10.75
92277,90802,2024-09-23,MTK Transportation,export,34.178105,-115.642899,33.745762,-118.208042,149.9,698.88,4.66
90079,90802,2024-09-06,Dependable Highway Express,export,34.040587,-118.255404,33.745762,-118.208042,20.54,349.43,17.01
90802,92025,2024-09-05,Year-Round Enterprises,import,33.745762,-118.208042,33.126993,-117.105035,76.58,482.32,6.3
91916,90802,2025-05-14,United Logistic Services Group,export,32.887994,-116.621349,33.745762,-118.208042,109.03,597.6,5.48
90802,92021,2025-07-22,Hub Group,import,33.745762,-118.208042,32.838798,-116.869956,99.42,562.93,5.66
90802,92024,2024-09-18,Hight Logistics,import,33.745762,-118.208042,33.056022,-117.2599,72.49,473.97,6.54
90802,90007,2025-08-15,CSC Logistics,import,33.745762,-118.208042,34.028127,-118.28483,19.99,367.8,18.4
90802,93558,2024-11-22,Pac Anchor Transportation,import,33.745762,-118.208042,35.347928,-117.621393,115.54,580.94,5.03
90802,90025,2025-01-26,Cardona Trucking,import,33.745762,-118.208042,34.045421,-118.445873,24.78,378.51,15.28
90802,92347,2025-05-19,Precision Worldwide Logistics,import,33.745762,-118.208042,34.957406,-117.219606,100.86,569.31,5.64
90802,92117,2025-04-15,Ecology Auto Parts,import,33.745762,-118.208042,32.824569,-117.199521,86.22,526.45,6.11
90802,93240,2024-10-21,Hub Group,import,33.745762,-118.208042,35.617547,-118.452285,129.98,622.01,4.79
90802,92241,2025-02-05,United Logistic Services Group,import,33.745762,-118.208042,33.842584,-116.2929,110.09,578.19,5.25
90802,92065,2024-12-31,Golden King Transport,import,33.745762,-118.208042,33.053006,-116.850651,91.7,531.28,5.79
90802,92104,2025-03-19,BNDZ Transportation LLC,import,33.745762,-118.208042,32.741501,-117.127948,93.26,556.75,5.97
92617,90802,2025-06-24,MTZ Trucking LLC,export,33.642508,-117.841681,33.745762,-118.208042,22.22,373.77,16.82
90802,92653,2024-11-27,Hight Logistics,import,33.745762,-118.208042,33.591216,-117.697621,31.21,379.8,12.17
90802,92082,2025-01-20,Hub Group,import,33.745762,-118.208042,33.253513,-117.003382,77.24,477.4,6.18
90802,92629,2025-02-03,Schneider National,import,33.745762,-118.208042,33.47512,-117.705675,34.4,386.68,11.24
90802,92108,2025-08-08,Dependable Highway Express,import,33.745762,-118.208042,32.773983,-117.142706,91.02,534.79,5.88
90802,92591,2024-12-02,On Time Truckers,import,33.745762,-118.208042,33.535237,-117.104864,65.06,446.79,6.87
90802,91604,2024-12-11,Dependable Highway Express,import,33.745762,-118.208042,34.140822,-118.392864,29.26,371.52,12.7
91320,90802,2024-11-21,J.B. Hunt Transport,export,34.175967,-118.945093,33.745762,-118.208042,51.61,414.34,8.03
90802,92256,2025-07-26,JYC Trucking LLC,import,33.745762,-118.208042,34.07707,-116.606438,94.58,556.82,5.89
90802,93304,2025-06-14,National Road Logistics,import,33.745762,-118.208042,35.339702,-119.023452,119.42,644.34,5.4
90802,90039,2025-05-01,Dependable Highway Express,import,33.745762,-118.208042,34.111885,-118.261033,25.46,376.61,14.79
90802,91371,2025-06-30,Dependable Highway Express,import,33.745762,-118.208042,34.184518,-118.57644,36.92,406.31,11.01
90802,92254,2024-12-09,MTK Transportation,import,33.745762,-118.208042,33.543835,-115.993906,128.03,625.16,4.88
90802,92257,2024-09-07,All Ports Logistics,import,33.745762,-118.208042,33.294262,-115.296229,170.48,798.93,4.69
90802,91214,2025-02-13,XPO Logistics,import,33.745762,-118.208042,34.236302,-118.249185,33.95,386.4,11.38
90802,91761,2024-11-14,All Harbor Transport LLC,import,33.745762,-118.208042,34.035602,-117.591528,40.61,406.01,10.0
90802,91335,2025-02-12,J.B. Hunt Transport,import,33.745762,-118.208042,34.200175,-118.540958,36.71,390.96,10.65
90079,90802,2024-11-18,MTZ Trucking LLC,export,34.040587,-118.255404,33.745762,-118.208042,20.54,350.57,17.07
90802,93274,2024-12-31,J.B. Hunt Transport,import,33.745762,-118.208042,36.178091,-119.370752,180.36,793.56,4.4
90802,93460,2025-05-04,Cal U Transport,import,33.745762,-118.208042,34.653533,-120.007153,120.35,664.59,5.52
90802,91790,2024-09-14,Amazon Trucking,import,33.745762,-118.208042,34.066964,-117.937007,27.08,369.46,13.65
90802,91008,2024-08-20,Total Distribution Service,import,33.745762,-118.208042,34.153159,-117.968818,31.29,379.61,12.13
90802,92395,2025-03-07,On Time Truckers,import,33.745762,-118.208042,34.501472,-117.292048,73.92,484.25,6.55
90802,93238,2024-12-11,Dependable Highway Express,import,33.745762,-118.208042,35.957907,-118.558124,154.02,703.1,4.56
90802,91945,2025-05-07,Amazon Trucking,import,33.745762,-118.208042,32.733168,-117.034176,97.38,555.11,5.7
90802,92173,2024-09-19,Amazon Trucking,import,33.745762,-118.208042,32.553021,-117.042454,106.4,560.22,5.27
90802,92264,2025-03-21,XPO Logistics,import,33.745762,-118.208042,33.711064,-116.498058,98.22,546.1,5.56
93555,90802,2024-10-27,Can Trail Transportation LLC,export,35.606509,-117.683472,33.745762,-118.208042,131.88,670.32,5.08
91607,90802,2024-11-08,Cardona Trucking,export,34.165783,-118.399795,33.745762,-118.208042,31.01,390.06,12.58
90802,92239,2025-04-11,Gill Roadway Inc,import,33.745762,-118.208042,33.762149,-115.4661,157.4,768.84,4.88
90802,92602,2025-04-28,Hight Logistics,import,33.745762,-118.208042,33.755632,-117.75152,26.22,382.05,14.57
90802,93551,2025-01-03,C.H. Robinson,import,33.745762,-118.208042,34.604105,-118.239213,59.29,436.41,7.36
90802,93239,2024-10-05,Chicas & Co Logistics,import,33.745762,-118.208042,35.934634,-119.582268,170.01,815.78,4.8
90802,92130,2025-06-08,Freight Horse Express,import,33.745762,-118.208042,32.945764,-117.214919,79.57,511.74,6.43
90802,93441,2025-04-18,Dependable Highway Express,import,33.745762,-118.208042,34.718381,-120.154184,129.81,664.46,5.12
90802,92582,2025-03-18,Pac Anchor Transportation,import,33.745762,-118.208042,33.807607,-117.015163,68.59,470.54,6.86
90802,91355,2025-01-25,XPO Logistics,import,33.745762,-118.208042,34.43666,-118.675984,54.69,429.13,7.85
92233,90802,2025-05-31,QX Logistix LLC,export,33.172881,-115.553769,33.745762,-118.208042,157.92,770.48,4.88
90802,92501,2025-05-14,7 Star Logistics,import,33.745762,-118.208042,33.996523,-117.374179,50.84,441.07,8.68
92344,90802,2024-10-26,J.B. Hunt Transport,export,34.391145,-117.405723,33.745762,-118.208042,63.96,440.85,6.89
90802,91702,2024-12-17,Ecology Auto Parts,import,33.745762,-118.208042,34.280333,-117.866141,41.78,399.75,9.57
90802,93453,2024-11-14,XPO Logistics,import,33.745762,-118.208042,35.303925,-120.256566,158.59,713.93,4.5
90802,91980,2025-01-24,C.H. Robinson,import,33.745762,-118.208042,32.588866,-116.619171,121.71,609.91,5.01
90802,92378,2024-12-16,Amazon Trucking,import,33.745762,-118.208042,34.226083,-117.225931,65.28,448.59,6.87
90802,91202,2025-04-03,All Modal Transportation,import,33.745762,-118.208042,34.168366,-118.267771,29.38,393.49,13.39
93033,90802,2024-08-22,C.H. Robinson,export,34.150203,-119.127727,33.745762,-118.208042,59.62,432.02,7.25
90802,93304,2024-12-23,Precision Worldwide Logistics,import,33.745762,-118.208042,35.339702,-119.023452,119.42,602.58,5.05
90802,93226,2025-08-11,MTK Transportation,import,33.745762,-118.208042,35.735652,-118.738373,140.65,703.34,5.0
90802,92259,2025-06-19,Ecology Auto Parts,import,33.745762,-118.208042,32.737705,-115.9322,148.71,734.17,4.94
90079,90802,2025-02-24,Hub Group,export,34.040587,-118.255404,33.745762,-118.208042,20.54,347.76,16.93
90802,92844,2024-11-04,C.H. Robinson,import,33.745762,-118.208042,33.765461,-117.969462,13.76,317.73,23.09
90802,92408,2025-08-16,XPO Logistics,import,33.745762,-118.208042,34.083458,-117.270016,58.59,449.26,7.67
90802,92624,2024-12-20,All Seasons Trucking LLC,import,33.745762,-118.208042,33.449184,-117.655588,37.8,402.67,10.65
90802,92344,2024-09-16,Dependable Highway Express,import,33.745762,-118.208042,34.391145,-117.405723,63.96,445.46,6.96
90802,93109,2024-12-29,Precision Worldwide Logistics,import,33.745762,-118.208042,34.406408,-119.726927,98.11,539.81,5.5
90802,93460,2024-11-07,C.H. Robinson,import,33.745762,-118.208042,34.653533,-120.007153,120.35,594.97,4.94
90802,92653,2025-07-29,Dependable Highway Express,import,33.745762,-118.208042,33.591216,-117.697621,31.21,391.8,12.55
90802,93245,2025-03-06,Hub Group,import,33.745762,-118.208042,36.29227,-119.829463,198.28,871.66,4.4
93105,90802,2024-10-09,C.H. Robinson,export,34.533222,-119.791731,33.745762,-118.208042,105.58,561.07,5.31
90802,92570,2025-04-16,Hight Logistics,import,33.745762,-118.208042,33.787292,-117.320673,51.01,442.92,8.68
90802,93562,2025-08-15,J.B. Hunt Transport,import,33.745762,-118.208042,35.746463,-117.386604,145.79,706.37,4.85
90802,93463,2025-04-26,Schneider National,import,33.745762,-118.208042,34.624395,-120.137875,125.81,639.03,5.08
90802,93312,2025-03-16,DK Express,import,33.745762,-118.208042,35.393477,-119.120456,125.03,649.58,5.2
90802,93110,2025-06-02,All Modal Transportation,import,33.745762,-118.208042,34.446201,-119.762794,101.2,589.54,5.83
90802,92104,2025-07-08,Hub Group,import,33.745762,-118.208042,32.741501,-117.127948,93.26,547.69,5.87
90802,93021,2024-09-03,Drayage Group Inc,import,33.745762,-118.208042,34.29553,-118.898196,54.78,447.92,8.18
90802,91016,2025-05-06,Hub Group,import,33.745762,-118.208042,34.1528,-118.000482,30.51,388.04,12.72
92253,90802,2025-05-10,Dependable Highway Express,export,33.646083,-116.275297,33.745762,-118.208042,111.24,597.83,5.37
90802,90045,2024-09-26,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,33.942143,-118.417309,18.11,342.98,18.94
90802,93060,2025-07-29,J.B. Hunt Transport,import,33.745762,-118.208042,34.402343,-119.094824,68.02,468.41,6.89
90802,90280,2025-02-14,Schneider National,import,33.745762,-118.208042,33.944159,-118.192761,13.73,320.5,23.35
92692,90802,2025-02-18,Ayden Transport,export,33.606497,-117.643112,33.745762,-118.208042,33.85,400.47,11.83
90802,90602,2025-01-09,C.H. Robinson,import,33.745762,-118.208042,33.972782,-118.022066,18.96,343.82,18.14
90802,91356,2025-06-20,Schneider National,import,33.745762,-118.208042,34.155097,-118.547553,34.31,396.56,11.56
90007,90802,2025-06-19,C.H. Robinson,export,34.028127,-118.28483,33.745762,-118.208042,19.99,357.22,17.87
90802,93218,2025-07-26,XPO Logistics,import,33.745762,-118.208042,35.857141,-119.04493,153.31,738.14,4.81
90802,92586,2025-01-02,XPO Logistics,import,33.745762,-118.208042,33.708982,-117.198853,58.01,434.92,7.5
92009,90802,2025-07-29,Gill Roadway Inc,export,33.09547,-117.243882,33.745762,-118.208042,71.44,488.3,6.84
90802,90280,2024-10-10,All Seasons Trucking LLC,import,33.745762,-118.208042,33.944159,-118.192761,13.73,325.26,23.7
90802,92661,2025-07-25,Precision Worldwide Logistics,import,33.745762,-118.208042,33.601984,-117.913001,19.65,357.75,18.21
90802,92807,2025-07-18,J.B. Hunt Transport,import,33.745762,-118.208042,33.848733,-117.788357,25.11,373.56,14.88
93424,90802,2025-01-20,United Logistic Services Group,export,35.185911,-120.731793,33.745762,-118.208042,174.71,782.94,4.48
90802,90073,2025-06-05,Dependable Highway Express,import,33.745762,-118.208042,34.054534,-118.457025,25.65,374.2,14.59
90802,92239,2025-03-29,J.B. Hunt Transport,import,33.745762,-118.208042,33.762149,-115.4661,157.4,738.44,4.69
90802,92376,2025-02-06,Hub Group,import,33.745762,-118.208042,34.111605,-117.377406,53.87,427.24,7.93
90802,93283,2024-10-08,Freight Horse Express,import,33.745762,-118.208042,35.592099,-118.297698,127.58,637.85,5.0
90802,92134,2024-10-03,J.B. Hunt Transport,import,33.745762,-118.208042,32.72418,-117.146658,93.45,519.66,5.56
90802,91746,2025-06-12,Dependable Highway Express,import,33.745762,-118.208042,34.044416,-117.985366,24.25,371.64,15.33
90802,91605,2025-03-21,C.H. Robinson,import,33.745762,-118.208042,34.207341,-118.400973,33.73,392.15,11.63
90802,92024,2025-03-19,DK Express,import,33.745762,-118.208042,33.056022,-117.2599,72.49,486.17,6.71
90802,93440,2025-07-22,All Harbor Transport LLC,import,33.745762,-118.208042,34.712216,-120.230146,133.33,697.31,5.23
90802,91320,2025-01-31,XPO Logistics,import,33.745762,-118.208042,34.175967,-118.945093,51.61,423.55,8.21
90802,92240,2024-10-02,Amazon Trucking,import,33.745762,-118.208042,33.95154,-116.520104,97.83,538.43,5.5
93555,90802,2025-03-05,Lectro Trucking,export,35.606509,-117.683472,33.745762,-118.208042,131.88,668.79,5.07
90802,92054,2025-03-10,Schneider National,import,33.745762,-118.208042,33.207351,-117.399315,59.59,442.52,7.43
90802,93516,2024-12-12,On Time Truckers,import,33.745762,-118.208042,35.002282,-117.629941,92.8,523.02,5.64
90802,92054,2024-09-30,QX Logistix LLC,import,33.745762,-118.208042,33.207351,-117.399315,59.59,442.15,7.42
90802,90263,2025-05-04,XPO Logistics,import,33.745762,-118.208042,34.039034,-118.707992,35.09,398.19,11.35
90802,92007,2025-04-28,Cal U Transport,import,33.745762,-118.208042,33.023046,-117.275581,73.35,507.39,6.92
90802,92327,2025-03-17,MTK Transportation,import,33.745762,-118.208042,34.863585,-116.862059,108.86,583.52,5.36
90802,91436,2025-01-11,Total Distribution Service,import,33.745762,-118.208042,34.149588,-118.489708,32.21,389.4,12.09
90802,92364,2025-08-16,All Harbor Transport LLC,import,33.745762,-118.208042,35.34042,-115.426224,192.74,912.73,4.74
90802,93111,2025-02-04,XPO Logistics,import,33.745762,-118.208042,34.449185,-119.804782,103.41,559.29,5.41
90802,91355,2024-10-21,Amazon Trucking,import,33.745762,-118.208042,34.43666,-118.675984,54.69,423.59,7.74
90802,93012,2025-07-18,C.H. Robinson,import,33.745762,-118.208042,34.196026,-118.992531,54.63,445.84,8.16
91046,90802,2025-04-11,XPO Logistics,export,34.211452,-118.241036,33.745762,-118.208042,32.21,392.81,12.2
91606,90802,2025-05-17,360 Global Transportation,export,34.185767,-118.388323,33.745762,-118.208042,32.09,400.77,12.49
90802,93434,2025-02-01,Cal U Transport,import,33.745762,-118.208042,34.906979,-120.582698,157.35,766.47,4.87
90802,91008,2025-06-12,National Road Logistics,import,33.745762,-118.208042,34.153159,-117.968818,31.29,400.38,12.8
90802,93516,2024-09-22,Hub Group,import,33.745762,-118.208042,35.002282,-117.629941,92.8,513.83,5.54
90802,93239,2024-12-25,Cargo Legion,import,33.745762,-118.208042,35.934634,-119.582268,170.01,810.06,4.76
90802,93110,2024-09-29,All Ports Logistics,import,33.745762,-118.208042,34.446201,-119.762794,101.2,563.51,5.57
90802,91355,2024-11-11,Total Distribution Service,import,33.745762,-118.208042,34.43666,-118.675984,54.69,427.6,7.82
90802,91302,2025-01-18,Pac Anchor Transportation,import,33.745762,-118.208042,34.123305,-118.671025,37.19,396.49,10.66
